日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-07-25,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-07-24,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-07-23,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-07-20,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-07-19,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-07-18,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-07-17,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-07-16,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-07-13,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-07-12,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-07-11,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-07-10,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-07-09,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-07-06,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-07-05,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-07-04,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-07-03,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-07-02,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-06-29,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-06-28,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-06-27,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-06-26,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-06-25,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-06-22,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-06-21,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-06-20,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-06-19,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-06-15,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-06-14,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,18307854251.8,12896188933.7
2018-06-13,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-06-12,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-06-11,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-06-08,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-06-07,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-06-06,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-06-05,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-06-04,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-06-01,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-05-31,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-05-30,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-05-29,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-05-28,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-05-25,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-05-24,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-05-23,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-05-22,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-05-21,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-05-18,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-05-17,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-05-16,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-05-15,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-05-14,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-05-11,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-05-10,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-05-09,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-05-08,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-05-07,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-05-04,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-05-03,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-05-02,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-04-27,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-04-26,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-04-25,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-04-24,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-04-23,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-04-20,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-04-19,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-04-18,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-04-17,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-04-16,'600490,鹏欣资源,0.0,0.0,0.0,0.0,8.67,None,None,0.0,0,0.0,16398150693.5,12896188933.7
2018-04-13,'600490,鹏欣资源,8.67,8.89,8.61,8.85,8.84,-0.17,-1.9231,1.4213,21140443,184353232.0,16398150693.5,12896188933.7
2018-04-12,'600490,鹏欣资源,8.84,9.05,8.81,9.0,9.03,-0.19,-2.1041,1.6199,24094476,214654356.0,16719683060.1,13149055383.4
2018-04-11,'600490,鹏欣资源,9.03,9.09,8.87,9.05,8.97,0.06,0.6689,2.0621,30672474,275595862.0,17079042763.9,13431670827.1
2018-04-10,'600490,鹏欣资源,8.97,8.98,8.56,8.62,8.51,0.46,5.4054,2.5198,37480045,331514959.0,16965560752.1,13342423844.9
2018-04-09,'600490,鹏欣资源,8.51,8.67,8.39,8.49,8.52,-0.01,-0.1174,1.3974,20785080,177339246.0,16095531995.6,12658196981.0
2018-04-04,'600490,鹏欣资源,8.52,8.83,8.5,8.73,8.68,-0.16,-1.8433,1.212,18027781,156448543.0,16114445664.2,12673071478.1
2018-04-03,'600490,鹏欣资源,8.68,8.85,8.62,8.75,8.87,-0.19,-2.1421,1.3694,20368891,177741939.0,16417064362.2,12911063430.7
2018-04-02,'600490,鹏欣资源,8.87,9.08,8.8,8.93,9.02,-0.15,-1.663,2.1035,31288869,279240063.0,16776424065.9,13193678874.5
2018-03-30,'600490,鹏欣资源,9.02,9.02,8.8,8.93,8.92,0.1,1.1211,2.1504,31986030,285216936.0,17060129095.2,13416796330.1
2018-03-29,'600490,鹏欣资源,8.92,8.94,8.67,8.83,8.78,0.14,1.5945,1.9357,28793136,254752556.0,16870992409.0,13268051359.7
2018-03-28,'600490,鹏欣资源,8.78,8.94,8.75,8.84,9.06,-0.28,-3.0905,1.9198,28555939,252034625.0,16606201048.4,13059808401.1
2018-03-27,'600490,鹏欣资源,9.06,9.15,8.92,9.09,8.93,0.13,1.4558,2.5865,38472203,347467791.0,17135783769.7,13476294318.2
2018-03-26,'600490,鹏欣资源,8.93,8.95,8.37,8.43,8.72,0.21,2.4083,2.6234,39021717,341324197.0,16889906077.7,13282925856.7
2018-03-23,'600490,鹏欣资源,8.72,9.31,8.63,9.18,9.59,-0.87,-9.0719,4.2369,63022168,566024978.0,16492719036.6,12970561418.9
2018-03-22,'600490,鹏欣资源,9.59,9.64,9.39,9.54,9.39,0.2,2.1299,2.3806,35410504,337079067.0,18138208206.6,14264642661.4
2018-03-21,'600490,鹏欣资源,9.39,9.81,9.33,9.7,9.65,-0.26,-2.6943,2.4983,37161390,356660266.0,17759934834.2,13967152720.6
2018-03-20,'600490,鹏欣资源,9.65,9.9,9.5,9.7,9.88,-0.23,-2.3279,2.9411,43747955,423697016.0,18251690218.3,14353889643.6
2018-03-19,'600490,鹏欣资源,9.88,10.03,9.5,9.76,9.77,0.11,1.1259,3.7443,55694000,542409915.0,18686704596.6,14696003075.5
2018-03-16,'600490,鹏欣资源,9.77,10.0,9.73,10.0,10.1,-0.33,-3.2673,3.5868,53351290,524749346.0,18478654241.7,14532383608.1
2018-03-15,'600490,鹏欣资源,10.1,10.28,9.83,10.2,10.08,0.02,0.1984,4.9648,73849397,745274356.0,19102805306.2,15023242010.4
2018-03-14,'600490,鹏欣资源,10.08,10.58,10.01,10.2,10.3,-0.22,-2.1359,5.7247,85152336,875596119.0,19064977969.0,14993493016.3
2018-03-13,'600490,鹏欣资源,10.3,10.72,9.8,9.88,9.92,0.38,3.8306,6.401,95211591,979039416.0,19481078678.6,15320731951.2
2018-03-12,'600490,鹏欣资源,9.92,10.19,9.37,9.5,9.41,0.51,5.4198,6.1063,90828732,890889350.0,18762359271.0,14755501063.7
2018-03-09,'600490,鹏欣资源,9.41,9.53,9.1,9.33,9.5,-0.09,-0.9474,4.2058,62558549,582273570.0,17797762171.4,13996901714.6
2018-03-08,'600490,鹏欣资源,9.5,10.28,9.45,10.0,9.45,0.05,0.5291,7.8759,117150186,1152659688.0,17967985189.0,14130772188.0
2018-03-07,'600490,鹏欣资源,0.0,0.0,0.0,0.0,9.45,None,None,0.0,0,0.0,17873416845.9,14056399702.8
2018-03-06,'600490,鹏欣资源,0.0,0.0,0.0,0.0,9.45,None,None,0.0,0,0.0,17873416845.9,14056399702.8
2018-03-05,'600490,鹏欣资源,0.0,0.0,0.0,0.0,9.45,None,None,0.0,0,0.0,17873416845.9,14056399702.8
2018-03-02,'600490,鹏欣资源,0.0,0.0,0.0,0.0,9.45,None,None,0.0,0,0.0,17873416845.9,14056399702.8
2018-03-01,'600490,鹏欣资源,0.0,0.0,0.0,0.0,9.45,None,None,0.0,0,0.0,17873416845.9,14056399702.8
2018-02-28,'600490,鹏欣资源,9.45,9.61,9.0,9.01,9.27,0.18,1.9417,6.1186,91010409,852755010.0,17873416845.9,14056399702.8
2018-02-27,'600490,鹏欣资源,9.27,9.68,9.24,9.5,9.34,-0.07,-0.7495,8.0368,119543015,1129268151.0,17532970810.7,13788658756.1
2018-02-26,'600490,鹏欣资源,9.34,9.34,8.91,8.99,8.49,0.85,10.0118,5.9891,89084262,823246876.0,17665366491.1,13892780235.4
2018-02-23,'600490,鹏欣资源,8.49,8.72,8.27,8.72,8.29,0.2,2.4125,3.615,53771212,456374115.0,16057704658.4,12628447987.0
2018-02-22,'600490,鹏欣资源,8.29,8.29,7.68,7.76,7.54,0.75,9.9469,1.7456,25964282,212715170.0,15679431286.0,12330958046.2
2018-02-14,'600490,鹏欣资源,7.54,7.61,7.49,7.5,7.44,0.1,1.3441,0.6497,9664203,72931726.0,14260906139.5,11215370768.2
2018-02-13,'600490,鹏欣资源,7.44,7.58,7.38,7.38,7.33,0.11,1.5007,0.9148,13607912,101838428.0,14071769453.3,11066625797.8
2018-02-12,'600490,鹏欣资源,7.33,7.4,7.12,7.12,7.1,0.23,3.2394,0.8948,13309794,97268031.0,13863719098.5,10903006330.3
2018-02-09,'600490,鹏欣资源,7.1,7.53,7.02,7.49,7.66,-0.56,-7.3107,1.6571,24648330,178613848.0,13428704720.2,10560892898.4
2018-02-08,'600490,鹏欣资源,7.66,7.75,7.54,7.61,7.62,0.04,0.5249,1.0155,15105059,115327584.0,14487870162.9,11393864732.6
2018-02-07,'600490,鹏欣资源,7.62,7.75,7.45,7.7,7.48,0.14,1.8717,1.3359,19871507,151503422.0,14412215488.4,11334366744.5
2018-02-06,'600490,鹏欣资源,7.48,8.14,7.45,7.8,7.96,-0.48,-6.0302,1.8038,26831324,210247683.0,14147424127.8,11126123785.9
2018-02-05,'600490,鹏欣资源,7.96,8.1,7.82,7.87,8.07,-0.11,-1.3631,1.0532,15665621,125024656.0,15055280221.5,11840099643.8
2018-02-02,'600490,鹏欣资源,8.07,8.18,7.45,7.71,7.89,0.18,2.2814,2.0463,30437608,237159223.0,15263330576.3,12003719111.3
2018-02-01,'600490,鹏欣资源,7.89,8.58,7.68,8.55,8.51,-0.62,-7.2855,2.417,35952357,291579949.0,14922884541.2,11735978164.6
2018-01-31,'600490,鹏欣资源,8.51,8.77,8.49,8.68,8.57,-0.06,-0.7001,1.4669,21819739,188038738.0,16095531995.6,12658196981.0
2018-01-30,'600490,鹏欣资源,8.57,8.79,8.56,8.73,8.81,-0.24,-2.7242,1.2705,18898471,163295524.0,16209014007.3,12747443963.3
2018-01-29,'600490,鹏欣资源,8.81,9.03,8.72,8.93,8.93,-0.12,-1.3438,1.5285,22735171,201676851.0,16662942054.2,13104431892.2
2018-01-26,'600490,鹏欣资源,8.93,9.04,8.85,9.01,9.14,-0.21,-2.2976,2.1755,32359367,289644163.0,16889906077.7,13282925856.7
2018-01-25,'600490,鹏欣资源,9.14,9.25,8.97,9.14,8.96,0.18,2.0089,2.8485,42370377,387016587.0,17287093118.7,13595290294.6
2018-01-24,'600490,鹏欣资源,8.96,9.05,8.86,9.0,9.07,-0.11,-1.2128,1.3761,20468605,183235515.0,16946647083.5,13327549347.8
2018-01-23,'600490,鹏欣资源,9.07,9.14,8.83,8.99,8.95,0.12,1.3408,2.124,31592902,285217512.0,17154697438.3,13491168815.3
2018-01-22,'600490,鹏欣资源,8.95,8.96,8.74,8.84,8.81,0.14,1.5891,1.1381,16929219,149801726.0,16927733414.9,13312674850.8
2018-01-19,'600490,鹏欣资源,8.81,9.04,8.71,8.98,8.96,-0.15,-1.6741,1.3808,20537994,181441608.0,16662942054.2,13104431892.2
2018-01-18,'600490,鹏欣资源,8.96,9.12,8.87,8.99,9.0,-0.04,-0.4444,1.482,22044720,198434547.0,16946647083.5,13327549347.8
2018-01-17,'600490,鹏欣资源,9.0,9.15,8.66,8.73,8.79,0.21,2.3891,2.3429,34849673,312800499.0,17022301758.0,13387047336.0
2018-01-16,'600490,鹏欣资源,8.79,8.87,8.65,8.71,8.48,0.31,3.6557,1.7668,26280966,230754207.0,16625114717.0,13074682898.2
2018-01-15,'600490,鹏欣资源,8.48,8.99,8.36,8.96,8.98,-0.5,-5.5679,1.9495,28998116,251143635.0,16038790989.8,12613573489.9
2018-01-12,'600490,鹏欣资源,8.98,9.11,8.92,9.04,9.15,-0.17,-1.8579,1.4184,21097783,189702945.0,16984474420.8,13357298341.9
2018-01-11,'600490,鹏欣资源,9.15,9.29,8.89,9.08,8.97,0.18,2.0067,2.2202,33024112,300334163.0,17306006787.3,13610164791.6
2018-01-10,'600490,鹏欣资源,8.97,9.23,8.82,9.1,9.12,-0.15,-1.6447,2.2004,32730445,295220290.0,16965560752.1,13342423844.9
2018-01-09,'600490,鹏欣资源,9.12,9.25,8.9,8.9,8.93,0.19,2.1277,3.1965,47546943,432585463.0,17249265781.4,13565541300.5
2018-01-08,'600490,鹏欣资源,8.93,9.06,8.66,8.8,8.81,0.12,1.3621,2.7208,40470640,359503330.0,16889906077.7,13282925856.7
2018-01-05,'600490,鹏欣资源,8.81,8.88,8.71,8.76,8.82,-0.01,-0.1134,1.5796,23495537,206472023.0,16662942054.2,13104431892.2
2018-01-04,'600490,鹏欣资源,8.82,8.86,8.65,8.75,8.79,0.03,0.3413,2.0107,29908181,261690060.0,16681855722.8,13119306389.3
2018-01-03,'600490,鹏欣资源,8.79,9.0,8.52,8.58,8.57,0.22,2.5671,2.7137,40364625,356922508.0,16625114717.0,13074682898.2
2018-01-02,'600490,鹏欣资源,8.57,8.64,8.49,8.49,8.48,0.09,1.0613,1.4193,21111811,180719684.0,16209014007.3,12747443963.3
